symbol,date,headline,sentiment,confidence,score
WIPRO,2026-04-13 21:14:28.227,Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requir,neutral,0.8885027170181274,0.0
WIPRO,2026-04-15 08:24:36.607,Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requir,neutral,0.6910963654518127,0.0
WIPRO,2026-04-16 16:23:48.300,Outcome of Board Meeting - Financial Results,neutral,0.9160079956054688,0.0
WIPRO,2026-04-16 16:26:51.120,Outcome of Board Meeting,neutral,0.9168270230293274,0.0
WIPRO,2026-04-16 16:30:47.180,Intimation under Reg 30- Outcome of Board Meeting,neutral,0.9473353624343872,0.0
WIPRO,2026-04-16 21:19:09.343,Auditor''s Report on financial statements for the quarter and year ended March 3,neutral,0.9382010698318481,0.0
WIPRO,2026-04-16 23:05:11.373,This is to inform that the audio and video recording of the earnings press confe,neutral,0.9304875135421753,0.0
WIPRO,2026-04-17 18:12:48.547,Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclos,neutral,0.9493817687034607,0.0
WIPRO,2026-04-17 18:18:39.740,"Transcript of Analyst / Institutional Investor Meeting held on April 16, 2026.",neutral,0.9400719404220581,0.0
WIPRO,2026-04-18 12:47:16.173,Newspaper Advertisement - Regulation 30 of SEBI (Listing Obligations and Disclos,neutral,0.9484953880310059,0.0
WIPRO,2026-04-21 15:43:20.913,Postal Ballot Notice,neutral,0.9296689033508301,0.0
WIPRO,2026-04-21 18:15:27.030,Allotment of Equity Shares,neutral,0.9429649710655212,0.0
WIPRO,2026-04-22 15:33:52.310,Newspaper Advertisement - Regulation 30 of SEBI (Listing Obligations and Disclos,neutral,0.9484953880310059,0.0
WIPRO,2026-04-23 18:56:03.130,Grant of Restricted Stock Units,neutral,0.945041835308075,0.0
WIPRO,2026-04-24 16:05:56.100,Press Release - Wipro Partners with Kongsberg Digital to Transform the Energy & ,positive,0.794748842716217,0.794748842716217
WIPRO,2026-04-28 18:57:45.537,  <b>Format of Initial Disclosure to be made by an entity identified as a Large ,neutral,0.9481571316719055,0.0
WIPRO,2026-05-06 10:20:41.570,Allotment of Equity Shares,neutral,0.9429649710655212,0.0
WIPRO,2026-05-06 18:21:07.713,Grant of Restricted Stock Units,neutral,0.945041835308075,0.0
WIPRO,2026-05-11 16:57:43.490,Newspaper Advertisement - Regulation 30 of SEBI (Listing Obligations and Disclos,neutral,0.9484953880310059,0.0
WIPRO,2026-05-13 15:46:28.890,Allotment of Equity Shares,neutral,0.9429649710655212,0.0
